row_id,chunk_id,parent_doc_id,source_type,title,year,statement_type,note_number,section_type,chunk_index,chunk_count,chunk_text_length
54,2014_note_9_8_chunk_0,2014_note_9_8,note_block,9. 매도가능금융자산 :,2014,,9,,0,2,1189
55,2014_note_9_8_chunk_1,2014_note_9_8,note_block,9. 매도가능금융자산 :,2014,,9,,1,2,204
56,2014_note_10_9_chunk_0,2014_note_10_9,note_block,10. 매출채권 및 미수금 :,2014,,10,,0,1,534
57,2014_note_11_10_chunk_0,2014_note_11_10,note_block,11. 재고자산 :,2014,,11,,0,1,160
58,2014_note_12_11_chunk_0,2014_note_12_11,note_block,"12. 종속기업, 관계기업 및 공동기업 투자 :",2014,,12,,0,2,1170
59,2014_note_12_11_chunk_1,2014_note_12_11,note_block,"12. 종속기업, 관계기업 및 공동기업 투자 :",2014,,12,,1,2,417
60,2014_note_13_12_chunk_0,2014_note_13_12,note_block,13. 유형자산 :,2014,,13,,0,1,621
61,2014_note_15_13_chunk_0,2014_note_15_13,note_block,15. 차입금 :,2014,,15,,0,1,90
62,2014_note_16_14_chunk_0,2014_note_16_14,note_block,16. 사채 :,2014,,16,,0,1,262
63,2014_note_17_15_chunk_0,2014_note_17_15,note_block,"17. 순확정급여부채(자산), 계속 :",2014,,17,,0,1,497
64,2014_note_19_16_chunk_0,2014_note_19_16,note_block,19. 우발부채와 약정사항 :,2014,,19,,0,2,1198
65,2014_note_19_16_chunk_1,2014_note_19_16,note_block,19. 우발부채와 약정사항 :,2014,,19,,1,2,731
66,2014_note_20_17_chunk_0,2014_note_20_17,note_block,20. 자본금 :,2014,,20,,0,1,244
67,2014_note_21_18_chunk_0,2014_note_21_18,note_block,21. 이익잉여금 :,2014,,21,,0,1,507
68,2014_note_22_19_chunk_0,2014_note_22_19,note_block,22. 주당배당금 :,2014,,22,,0,1,122
69,2014_note_23_20_chunk_0,2014_note_23_20,note_block,23. 기타자본항목 :,2014,,23,,0,1,645
70,2014_note_25_21_chunk_0,2014_note_25_21,note_block,25. 비용의 성격별 분류 :,2014,,25,,0,1,90
71,2014_note_26_22_chunk_0,2014_note_26_22,note_block,26. 판매비와관리비 :,2014,,26,,0,1,45
72,2014_note_27_23_chunk_0,2014_note_27_23,note_block,27. 기타수익,2014,,27,,0,1,54
73,2014_note_28_24_chunk_0,2014_note_28_24,note_block,28. 금융수익 및 금융비용 :,2014,,28,,0,1,111
74,2014_note_29_25_chunk_0,2014_note_29_25,note_block,29. 법인세비용 :,2014,,29,,0,1,535
75,2014_note_30_26_chunk_0,2014_note_30_26,note_block,30. 주당이익 :,2014,,30,,0,1,259
76,2014_note_31_27_chunk_0,2014_note_31_27,note_block,31. 현금흐름표 :,2014,,31,,0,1,311
77,2014_note_32_28_chunk_0,2014_note_32_28,note_block,32. 재무위험관리 :,2014,,32,,0,5,1194
78,2014_note_32_28_chunk_1,2014_note_32_28,note_block,32. 재무위험관리 :,2014,,32,,1,5,1215
79,2014_note_32_28_chunk_2,2014_note_32_28,note_block,32. 재무위험관리 :,2014,,32,,2,5,1304
80,2014_note_32_28_chunk_3,2014_note_32_28,note_block,32. 재무위험관리 :,2014,,32,,3,5,1306
81,2014_note_32_28_chunk_4,2014_note_32_28,note_block,32. 재무위험관리 :,2014,,32,,4,5,781
82,2014_note_33_29_chunk_0,2014_note_33_29,note_block,33. 특수관계자와의 거래,2014,,33,,0,2,1200
83,2014_note_33_29_chunk_1,2014_note_33_29,note_block,33. 특수관계자와의 거래,2014,,33,,1,2,286
84,2014_note_34_30_chunk_0,2014_note_34_30,note_block,34. 매각예정분류(처분자산집단),2014,,34,,0,1,615
85,2014_note_35_31_chunk_0,2014_note_35_31,note_block,35. 보고기간 후 사건,2014,,35,,0,1,723
86,2014_balance_sheet_chunk_0,2014_balance_sheet,normalized_table,balance_sheet,2014,balance_sheet,,,0,2,1200
87,2014_balance_sheet_chunk_1,2014_balance_sheet,normalized_table,balance_sheet,2014,balance_sheet,,,1,2,1013
88,2014_income_statement_chunk_0,2014_income_statement,normalized_table,income_statement,2014,income_statement,,,0,1,666
89,2014_comprehensive_income_chunk_0,2014_comprehensive_income,normalized_table,comprehensive_income,2014,comprehensive_income,,,0,1,376
90,2014_changes_in_equity_prior_period_0_chunk_0,2014_changes_in_equity_prior_period_0,normalized_table,changes_in_equity - prior_period,2014,changes_in_equity,,,0,1,744
91,2014_changes_in_equity_current_period_1_chunk_0,2014_changes_in_equity_current_period_1,normalized_table,changes_in_equity - current_period,2014,changes_in_equity,,,0,1,866
92,2014_cash_flow_chunk_0,2014_cash_flow,normalized_table,cash_flow,2014,cash_flow,,,0,2,1184
93,2014_cash_flow_chunk_1,2014_cash_flow,normalized_table,cash_flow,2014,cash_flow,,,1,2,308
94,2015_section_0_chunk_0,2015_section_0,main_section,독립된 감사인의 감사보고서,2015,,,auditor_report_title,0,1,183
95,2015_section_1_chunk_0,2015_section_1,main_section,재무제표에 대한 경영진의 책임,2015,,,management_responsibility,0,1,135
96,2015_section_2_chunk_0,2015_section_2,main_section,감사인의 책임,2015,,,auditor_responsibility,0,1,572
97,2015_section_3_chunk_0,2015_section_3,main_section,감사의견,2015,,,opinion,0,1,157
98,2015_section_4_chunk_0,2015_section_4,main_section,(첨부)재 무 제 표,2015,,,attached_financial_statements,0,1,11
99,2015_section_5_chunk_0,2015_section_5,main_section,주석,2015,,,notes_section,0,15,1194
100,2015_section_5_chunk_1,2015_section_5,main_section,주석,2015,,,notes_section,1,15,1272
101,2015_section_5_chunk_2,2015_section_5,main_section,주석,2015,,,notes_section,2,15,1348
102,2015_section_5_chunk_3,2015_section_5,main_section,주석,2015,,,notes_section,3,15,1282
103,2015_section_5_chunk_4,2015_section_5,main_section,주석,2015,,,notes_section,4,15,1165
104,2015_section_5_chunk_5,2015_section_5,main_section,주석,2015,,,notes_section,5,15,1333
105,2015_section_5_chunk_6,2015_section_5,main_section,주석,2015,,,notes_section,6,15,1349
106,2015_section_5_chunk_7,2015_section_5,main_section,주석,2015,,,notes_section,7,15,1150
107,2015_section_5_chunk_8,2015_section_5,main_section,주석,2015,,,notes_section,8,15,1246
108,2015_section_5_chunk_9,2015_section_5,main_section,주석,2015,,,notes_section,9,15,1125
109,2015_section_5_chunk_10,2015_section_5,main_section,주석,2015,,,notes_section,10,15,1340
110,2015_section_5_chunk_11,2015_section_5,main_section,주석,2015,,,notes_section,11,15,1129
111,2015_section_5_chunk_12,2015_section_5,main_section,주석,2015,,,notes_section,12,15,1316
112,2015_section_5_chunk_13,2015_section_5,main_section,주석,2015,,,notes_section,13,15,1346
113,2015_section_5_chunk_14,2015_section_5,main_section,주석,2015,,,notes_section,14,15,749
114,2015_section_6_chunk_0,2015_section_6,main_section,(주석,2015,,,notes_section,0,17,1186
115,2015_section_6_chunk_1,2015_section_6,main_section,(주석,2015,,,notes_section,1,17,1348
116,2015_section_6_chunk_2,2015_section_6,main_section,(주석,2015,,,notes_section,2,17,1342
117,2015_section_6_chunk_3,2015_section_6,main_section,(주석,2015,,,notes_section,3,17,657
118,2015_section_6_chunk_4,2015_section_6,main_section,(주석,2015,,,notes_section,4,17,1142
119,2015_section_6_chunk_5,2015_section_6,main_section,(주석,2015,,,notes_section,5,17,1341
120,2015_section_6_chunk_6,2015_section_6,main_section,(주석,2015,,,notes_section,6,17,1342
121,2015_section_6_chunk_7,2015_section_6,main_section,(주석,2015,,,notes_section,7,17,1345
122,2015_section_6_chunk_8,2015_section_6,main_section,(주석,2015,,,notes_section,8,17,1333
123,2015_section_6_chunk_9,2015_section_6,main_section,(주석,2015,,,notes_section,9,17,1154
124,2015_section_6_chunk_10,2015_section_6,main_section,(주석,2015,,,notes_section,10,17,1333
125,2015_section_6_chunk_11,2015_section_6,main_section,(주석,2015,,,notes_section,11,17,1315
126,2015_section_6_chunk_12,2015_section_6,main_section,(주석,2015,,,notes_section,12,17,1345
127,2015_section_6_chunk_13,2015_section_6,main_section,(주석,2015,,,notes_section,13,17,1174
128,2015_section_6_chunk_14,2015_section_6,main_section,(주석,2015,,,notes_section,14,17,1348
129,2015_section_6_chunk_15,2015_section_6,main_section,(주석,2015,,,notes_section,15,17,1300
130,2015_section_6_chunk_16,2015_section_6,main_section,(주석,2015,,,notes_section,16,17,1091
131,2015_note_1_0_chunk_0,2015_note_1_0,note_block,1. 일반적 사항 :,2015,,1,,0,1,366
132,2015_note_2_1_chunk_0,2015_note_2_1,note_block,2. 중요한 회계처리방침 :,2015,,2,,0,8,1117
133,2015_note_2_1_chunk_1,2015_note_2_1,note_block,2. 중요한 회계처리방침 :,2015,,2,,1,8,1322
134,2015_note_2_1_chunk_2,2015_note_2_1,note_block,2. 중요한 회계처리방침 :,2015,,2,,2,8,1281
135,2015_note_2_1_chunk_3,2015_note_2_1,note_block,2. 중요한 회계처리방침 :,2015,,2,,3,8,1240
136,2015_note_2_1_chunk_4,2015_note_2_1,note_block,2. 중요한 회계처리방침 :,2015,,2,,4,8,1318
137,2015_note_2_1_chunk_5,2015_note_2_1,note_block,2. 중요한 회계처리방침 :,2015,,2,,5,8,1230
138,2015_note_2_1_chunk_6,2015_note_2_1,note_block,2. 중요한 회계처리방침 :,2015,,2,,6,8,1114
139,2015_note_2_1_chunk_7,2015_note_2_1,note_block,2. 중요한 회계처리방침 :,2015,,2,,7,8,649
140,2015_note_2_2_chunk_0,2015_note_2_2,note_block,2. 중요,2015,,2,,0,1,882
141,2015_note_2_3_chunk_0,2015_note_2_3,note_block,2. 중요,2015,,2,,0,3,1078
142,2015_note_2_3_chunk_1,2015_note_2_3,note_block,2. 중요,2015,,2,,1,3,1319
143,2015_note_2_3_chunk_2,2015_note_2_3,note_block,2. 중요,2015,,2,,2,3,717
144,2015_note_3_4_chunk_0,2015_note_3_4,note_block,3. 중요한 회계추정 및 가정 :,2015,,3,,0,2,1152
145,2015_note_3_4_chunk_1,2015_note_3_4,note_block,3. 중요한 회계추정 및 가정 :,2015,,3,,1,2,521
146,2015_note_6_5_chunk_0,2015_note_6_5,note_block,6. 범주별 금융상품 :,2015,,6,,0,1,157
147,2015_note_7_6_chunk_0,2015_note_7_6,note_block,7. 금융자산의 신용건전성 :,2015,,7,,0,1,516
148,2015_note_8_7_chunk_0,2015_note_8_7,note_block,8. 금융자산의 양도 :,2015,,8,,0,1,258
149,2015_note_9_8_chunk_0,2015_note_9_8,note_block,9. 매도가능금융자산 :,2015,,9,,0,1,966
150,2015_note_10_9_chunk_0,2015_note_10_9,note_block,10. 매출채권 및 미수금 :,2015,,10,,0,1,523
151,2015_note_11_10_chunk_0,2015_note_11_10,note_block,11. 재고자산 :,2015,,11,,0,1,133
152,2015_note_12_11_chunk_0,2015_note_12_11,note_block,"12. 종속기업, 관계기업 및 공동기업 투자 :",2015,,12,,0,1,834
153,2015_note_13_12_chunk_0,2015_note_13_12,note_block,13. 유형자산 :,2015,,13,,0,1,527
154,2015_note_14_13_chunk_0,2015_note_14_13,note_block,"14. 무형자산, 계속 :",2015,,14,,0,1,336
155,2015_note_15_14_chunk_0,2015_note_15_14,note_block,15. 차입금 :,2015,,15,,0,1,94
156,2015_note_16_15_chunk_0,2015_note_16_15,note_block,16. 사채 :,2015,,16,,0,1,252
157,2015_note_17_16_chunk_0,2015_note_17_16,note_block,17. 순확정급여,2015,,17,,0,1,114
158,2015_note_17_17_chunk_0,2015_note_17_17,note_block,17. 순확정급여,2015,,17,,0,1,230
159,2015_note_17_18_chunk_0,2015_note_17_18,note_block,17. 순확정급여,2015,,17,,0,1,101
160,2015_note_19_19_chunk_0,2015_note_19_19,note_block,19. 우발부채와 약정사항 :,2015,,19,,0,3,275
161,2015_note_19_19_chunk_1,2015_note_19_19,note_block,19. 우발부채와 약정사항 :,2015,,19,,1,3,1112
162,2015_note_19_19_chunk_2,2015_note_19_19,note_block,19. 우발부채와 약정사항 :,2015,,19,,2,3,1191
163,2015_note_20_20_chunk_0,2015_note_20_20,note_block,20. 자본금 :,2015,,20,,0,1,314
164,2015_note_21_21_chunk_0,2015_note_21_21,note_block,21. 이익잉여금 :,2015,,21,,0,1,420
165,2015_note_22_22_chunk_0,2015_note_22_22,note_block,22. 주당배당금 :,2015,,22,,0,1,118
166,2015_note_23_23_chunk_0,2015_note_23_23,note_block,23. 기타자본항목 :,2015,,23,,0,1,550
167,2015_note_25_24_chunk_0,2015_note_25_24,note_block,25. 비용의 성격별 분류 :,2015,,25,,0,1,90
168,2015_note_26_25_chunk_0,2015_note_26_25,note_block,26. 판매비와관리비 :,2015,,26,,0,1,45
169,2015_note_27_26_chunk_0,2015_note_27_26,note_block,27. 기타수익,2015,,27,,0,1,54
170,2015_note_28_27_chunk_0,2015_note_28_27,note_block,28. 금융수익 및 금융비용 :,2015,,28,,0,1,111
171,2015_note_29_28_chunk_0,2015_note_29_28,note_block,29. 법인세비용 :,2015,,29,,0,1,520
172,2015_note_30_29_chunk_0,2015_note_30_29,note_block,30. 주당이익 :,2015,,30,,0,1,255
173,2015_note_31_30_chunk_0,2015_note_31_30,note_block,31. 현금흐름표 :,2015,,31,,0,1,292
174,2015_note_32_31_chunk_0,2015_note_32_31,note_block,32. 재무위험관리 :,2015,,32,,0,5,1198
175,2015_note_32_31_chunk_1,2015_note_32_31,note_block,32. 재무위험관리 :,2015,,32,,1,5,1307
176,2015_note_32_31_chunk_2,2015_note_32_31,note_block,32. 재무위험관리 :,2015,,32,,2,5,1233
177,2015_note_32_31_chunk_3,2015_note_32_31,note_block,32. 재무위험관리 :,2015,,32,,3,5,1288
178,2015_note_32_31_chunk_4,2015_note_32_31,note_block,32. 재무위험관리 :,2015,,32,,4,5,725
179,2015_note_33_32_chunk_0,2015_note_33_32,note_block,33. 특수관계자와의 거래 :,2015,,33,,0,2,1124
180,2015_note_33_32_chunk_1,2015_note_33_32,note_block,33. 특수관계자와의 거래 :,2015,,33,,1,2,555
181,2015_note_34_33_chunk_0,2015_note_34_33,note_block,34. 매각예정분류(처분자산집단) :,2015,,34,,0,1,773
182,2015_note_35_34_chunk_0,2015_note_35_34,note_block,35. 보고기간 후 사건 :,2015,,35,,0,1,642
183,2015_balance_sheet_chunk_0,2015_balance_sheet,normalized_table,balance_sheet,2015,balance_sheet,,,0,2,1177
184,2015_balance_sheet_chunk_1,2015_balance_sheet,normalized_table,balance_sheet,2015,balance_sheet,,,1,2,1052
185,2015_income_statement_chunk_0,2015_income_statement,normalized_table,income_statement,2015,income_statement,,,0,1,663
186,2015_comprehensive_income_chunk_0,2015_comprehensive_income,normalized_table,comprehensive_income,2015,comprehensive_income,,,0,1,374
187,2015_changes_in_equity_prior_period_0_chunk_0,2015_changes_in_equity_prior_period_0,normalized_table,changes_in_equity - prior_period,2015,changes_in_equity,,,0,1,867
188,2015_changes_in_equity_current_period_1_chunk_0,2015_changes_in_equity_current_period_1,normalized_table,changes_in_equity - current_period,2015,changes_in_equity,,,0,1,873
189,2015_cash_flow_chunk_0,2015_cash_flow,normalized_table,cash_flow,2015,cash_flow,,,0,2,1200
190,2015_cash_flow_chunk_1,2015_cash_flow,normalized_table,cash_flow,2015,cash_flow,,,1,2,425
191,2016_section_0_chunk_0,2016_section_0,main_section,독립된 감사인의 감사보고서,2016,,,auditor_report_title,0,1,183
192,2016_section_1_chunk_0,2016_section_1,main_section,재무제표에 대한 경영진의 책임,2016,,,management_responsibility,0,1,135
193,2016_section_2_chunk_0,2016_section_2,main_section,감사인의 책임,2016,,,auditor_responsibility,0,1,572
194,2016_section_3_chunk_0,2016_section_3,main_section,감사의견,2016,,,opinion,0,1,158
195,2016_section_4_chunk_0,2016_section_4,main_section,(첨부)재 무 제 표,2016,,,attached_financial_statements,0,1,11
196,2016_section_5_chunk_0,2016_section_5,main_section,주석,2016,,,notes_section,0,20,1141
197,2016_section_5_chunk_1,2016_section_5,main_section,주석,2016,,,notes_section,1,20,1247
198,2016_section_5_chunk_2,2016_section_5,main_section,주석,2016,,,notes_section,2,20,1223
199,2016_section_5_chunk_3,2016_section_5,main_section,주석,2016,,,notes_section,3,20,1348
200,2016_section_5_chunk_4,2016_section_5,main_section,주석,2016,,,notes_section,4,20,1285
201,2016_section_5_chunk_5,2016_section_5,main_section,주석,2016,,,notes_section,5,20,1223
202,2016_section_5_chunk_6,2016_section_5,main_section,주석,2016,,,notes_section,6,20,1215
203,2016_section_5_chunk_7,2016_section_5,main_section,주석,2016,,,notes_section,7,20,1272
204,2016_section_5_chunk_8,2016_section_5,main_section,주석,2016,,,notes_section,8,20,1339
205,2016_section_5_chunk_9,2016_section_5,main_section,주석,2016,,,notes_section,9,20,1230
206,2016_section_5_chunk_10,2016_section_5,main_section,주석,2016,,,notes_section,10,20,1228
207,2016_section_5_chunk_11,2016_section_5,main_section,주석,2016,,,notes_section,11,20,1182
208,2016_section_5_chunk_12,2016_section_5,main_section,주석,2016,,,notes_section,12,20,1096
209,2016_section_5_chunk_13,2016_section_5,main_section,주석,2016,,,notes_section,13,20,1267
210,2016_section_5_chunk_14,2016_section_5,main_section,주석,2016,,,notes_section,14,20,1225
211,2016_section_5_chunk_15,2016_section_5,main_section,주석,2016,,,notes_section,15,20,1204
212,2016_section_5_chunk_16,2016_section_5,main_section,주석,2016,,,notes_section,16,20,1265
213,2016_section_5_chunk_17,2016_section_5,main_section,주석,2016,,,notes_section,17,20,1192
214,2016_section_5_chunk_18,2016_section_5,main_section,주석,2016,,,notes_section,18,20,1350
215,2016_section_5_chunk_19,2016_section_5,main_section,주석,2016,,,notes_section,19,20,634
216,2016_section_6_chunk_0,2016_section_6,main_section,(주석,2016,,,notes_section,0,17,1182
217,2016_section_6_chunk_1,2016_section_6,main_section,(주석,2016,,,notes_section,1,17,1351
218,2016_section_6_chunk_2,2016_section_6,main_section,(주석,2016,,,notes_section,2,17,1342
219,2016_section_6_chunk_3,2016_section_6,main_section,(주석,2016,,,notes_section,3,17,1198
220,2016_section_6_chunk_4,2016_section_6,main_section,(주석,2016,,,notes_section,4,17,776
221,2016_section_6_chunk_5,2016_section_6,main_section,(주석,2016,,,notes_section,5,17,1349
222,2016_section_6_chunk_6,2016_section_6,main_section,(주석,2016,,,notes_section,6,17,1349
223,2016_section_6_chunk_7,2016_section_6,main_section,(주석,2016,,,notes_section,7,17,1230
224,2016_section_6_chunk_8,2016_section_6,main_section,(주석,2016,,,notes_section,8,17,1239
225,2016_section_6_chunk_9,2016_section_6,main_section,(주석,2016,,,notes_section,9,17,1318
226,2016_section_6_chunk_10,2016_section_6,main_section,(주석,2016,,,notes_section,10,17,1348
227,2016_section_6_chunk_11,2016_section_6,main_section,(주석,2016,,,notes_section,11,17,1255
228,2016_section_6_chunk_12,2016_section_6,main_section,(주석,2016,,,notes_section,12,17,1333
229,2016_section_6_chunk_13,2016_section_6,main_section,(주석,2016,,,notes_section,13,17,1346
230,2016_section_6_chunk_14,2016_section_6,main_section,(주석,2016,,,notes_section,14,17,1342
231,2016_section_6_chunk_15,2016_section_6,main_section,(주석,2016,,,notes_section,15,17,1339
232,2016_section_6_chunk_16,2016_section_6,main_section,(주석,2016,,,notes_section,16,17,407
233,2016_note_1_0_chunk_0,2016_note_1_0,note_block,1. 일반적 사항 :,2016,,1,,0,1,361
234,2016_note_2_1_chunk_0,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,0,16,1161
235,2016_note_2_1_chunk_1,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,1,16,1306
236,2016_note_2_1_chunk_2,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,2,16,1277
237,2016_note_2_1_chunk_3,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,3,16,1117
238,2016_note_2_1_chunk_4,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,4,16,1071
239,2016_note_2_1_chunk_5,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,5,16,1243
240,2016_note_2_1_chunk_6,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,6,16,1319
241,2016_note_2_1_chunk_7,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,7,16,1230
242,2016_note_2_1_chunk_8,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,8,16,1306
243,2016_note_2_1_chunk_9,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,9,16,1132
244,2016_note_2_1_chunk_10,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,10,16,1177
245,2016_note_2_1_chunk_11,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,11,16,1322
246,2016_note_2_1_chunk_12,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,12,16,1158
247,2016_note_2_1_chunk_13,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,13,16,1293
248,2016_note_2_1_chunk_14,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,14,16,1142
249,2016_note_2_1_chunk_15,2016_note_2_1,note_block,2. 중요한 회계처리방침 :,2016,,2,,15,16,635
250,2016_note_3_2_chunk_0,2016_note_3_2,note_block,3. 중요한 회계추정 및 가정 :,2016,,3,,0,2,1133
251,2016_note_3_2_chunk_1,2016_note_3_2,note_block,3. 중요한 회계추정 및 가정 :,2016,,3,,1,2,522
252,2016_note_6_3_chunk_0,2016_note_6_3,note_block,6. 범주별 금융상품 :,2016,,6,,0,1,100
253,2016_note_7_4_chunk_0,2016_note_7_4,note_block,7. 금융자산의 신용건전성 :,2016,,7,,0,1,495
254,2016_note_8_5_chunk_0,2016_note_8_5,note_block,8. 금융자산의 양도 :,2016,,8,,0,1,259
255,2016_note_9_6_chunk_0,2016_note_9_6,note_block,9. 매도가능금융자산 :,2016,,9,,0,2,1074
256,2016_note_9_6_chunk_1,2016_note_9_6,note_block,9. 매도가능금융자산 :,2016,,9,,1,2,323
257,2016_note_10_7_chunk_0,2016_note_10_7,note_block,10. 매출채권 및 미수금 :,2016,,10,,0,1,428
258,2016_note_11_8_chunk_0,2016_note_11_8,note_block,11. 재고자산 :,2016,,11,,0,1,206
259,2016_note_12_9_chunk_0,2016_note_12_9,note_block,"12. 종속기업, 관계기업 및 공동기업 투자 :",2016,,12,,0,1,928
