row_id,chunk_id,parent_doc_id,source_type,title,year,statement_type,note_number,section_type,chunk_index,chunk_count,chunk_text_length
260,2016_note_13_10_chunk_0,2016_note_13_10,note_block,13. 유형자산 :,2016,,13,,0,1,665
261,2016_note_15_11_chunk_0,2016_note_15_11,note_block,15. 차입금 :,2016,,15,,0,1,91
262,2016_note_16_12_chunk_0,2016_note_16_12,note_block,16. 사채 :,2016,,16,,0,1,641
263,2016_note_19_13_chunk_0,2016_note_19_13,note_block,19. 우발부채와 약정사항 :,2016,,19,,0,4,984
264,2016_note_19_13_chunk_1,2016_note_19_13,note_block,19. 우발부채와 약정사항 :,2016,,19,,1,4,746
265,2016_note_19_13_chunk_2,2016_note_19_13,note_block,19. 우발부채와 약정사항 :,2016,,19,,2,4,1319
266,2016_note_19_13_chunk_3,2016_note_19_13,note_block,19. 우발부채와 약정사항 :,2016,,19,,3,4,226
267,2016_note_20_14_chunk_0,2016_note_20_14,note_block,20. 자본금 :,2016,,20,,0,1,369
268,2016_note_21_15_chunk_0,2016_note_21_15,note_block,21. 이익잉여금 :,2016,,21,,0,1,413
269,2016_note_22_16_chunk_0,2016_note_22_16,note_block,22. 주당배당금 :,2016,,22,,0,1,118
270,2016_note_23_17_chunk_0,2016_note_23_17,note_block,23. 기타자본항목 :,2016,,23,,0,1,157
271,2016_note_24_18_chunk_0,2016_note_24_18,note_block,24. 비용의 성격별 분류 :,2016,,24,,0,1,90
272,2016_note_25_19_chunk_0,2016_note_25_19,note_block,25. 판매비와관리비 :,2016,,25,,0,1,45
273,2016_note_26_20_chunk_0,2016_note_26_20,note_block,26. 기타수익,2016,,26,,0,1,54
274,2016_note_27_21_chunk_0,2016_note_27_21,note_block,27. 금융수익 및 금융비용 :,2016,,27,,0,1,111
275,2016_note_28_22_chunk_0,2016_note_28_22,note_block,28. 법인세비용 :,2016,,28,,0,1,667
276,2016_note_29_23_chunk_0,2016_note_29_23,note_block,29. 주당이익 :,2016,,29,,0,1,286
277,2016_note_30_24_chunk_0,2016_note_30_24,note_block,30. 현금흐름표 :,2016,,30,,0,1,260
278,2016_note_31_25_chunk_0,2016_note_31_25,note_block,31. 재무위험관리 :,2016,,31,,0,5,1191
279,2016_note_31_25_chunk_1,2016_note_31_25,note_block,31. 재무위험관리 :,2016,,31,,1,5,1242
280,2016_note_31_25_chunk_2,2016_note_31_25,note_block,31. 재무위험관리 :,2016,,31,,2,5,1312
281,2016_note_31_25_chunk_3,2016_note_31_25,note_block,31. 재무위험관리 :,2016,,31,,3,5,1306
282,2016_note_31_25_chunk_4,2016_note_31_25,note_block,31. 재무위험관리 :,2016,,31,,4,5,512
283,2016_note_32_26_chunk_0,2016_note_32_26,note_block,32. 특수관계자와의 거래 :,2016,,32,,0,2,1195
284,2016_note_32_26_chunk_1,2016_note_32_26,note_block,32. 특수관계자와의 거래 :,2016,,32,,1,2,724
285,2016_note_33_27_chunk_0,2016_note_33_27,note_block,33. 매각예정분류(처분자산집단) :,2016,,33,,0,1,436
286,2016_note_34_28_chunk_0,2016_note_34_28,note_block,34. 보고기간 후 사건 :,2016,,34,,0,1,345
287,2016_balance_sheet_chunk_0,2016_balance_sheet,normalized_table,balance_sheet,2016,balance_sheet,,,0,2,1159
288,2016_balance_sheet_chunk_1,2016_balance_sheet,normalized_table,balance_sheet,2016,balance_sheet,,,1,2,1042
289,2016_income_statement_chunk_0,2016_income_statement,normalized_table,income_statement,2016,income_statement,,,0,1,664
290,2016_comprehensive_income_chunk_0,2016_comprehensive_income,normalized_table,comprehensive_income,2016,comprehensive_income,,,0,1,370
291,2016_changes_in_equity_prior_period_0_chunk_0,2016_changes_in_equity_prior_period_0,normalized_table,changes_in_equity - prior_period,2016,changes_in_equity,,,0,1,858
292,2016_changes_in_equity_current_period_1_chunk_0,2016_changes_in_equity_current_period_1,normalized_table,changes_in_equity - current_period,2016,changes_in_equity,,,0,1,761
293,2016_cash_flow_chunk_0,2016_cash_flow,normalized_table,cash_flow,2016,cash_flow,,,0,2,1165
294,2016_cash_flow_chunk_1,2016_cash_flow,normalized_table,cash_flow,2016,cash_flow,,,1,2,420
295,2017_section_0_chunk_0,2017_section_0,main_section,독립된 감사인의 감사보고서,2017,,,auditor_report_title,0,1,183
296,2017_section_1_chunk_0,2017_section_1,main_section,재무제표에 대한 경영진의 책임,2017,,,management_responsibility,0,1,135
297,2017_section_2_chunk_0,2017_section_2,main_section,감사인의 책임,2017,,,auditor_responsibility,0,1,572
298,2017_section_3_chunk_0,2017_section_3,main_section,감사의견,2017,,,opinion,0,1,157
299,2017_section_4_chunk_0,2017_section_4,main_section,(첨부)재 무 제 표,2017,,,attached_financial_statements,0,1,11
300,2017_section_5_chunk_0,2017_section_5,main_section,주석,2017,,,notes_section,0,22,1161
301,2017_section_5_chunk_1,2017_section_5,main_section,주석,2017,,,notes_section,1,22,1238
302,2017_section_5_chunk_2,2017_section_5,main_section,주석,2017,,,notes_section,2,22,1219
303,2017_section_5_chunk_3,2017_section_5,main_section,주석,2017,,,notes_section,3,22,1243
304,2017_section_5_chunk_4,2017_section_5,main_section,주석,2017,,,notes_section,4,22,1284
305,2017_section_5_chunk_5,2017_section_5,main_section,주석,2017,,,notes_section,5,22,1136
306,2017_section_5_chunk_6,2017_section_5,main_section,주석,2017,,,notes_section,6,22,1316
307,2017_section_5_chunk_7,2017_section_5,main_section,주석,2017,,,notes_section,7,22,1230
308,2017_section_5_chunk_8,2017_section_5,main_section,주석,2017,,,notes_section,8,22,1351
309,2017_section_5_chunk_9,2017_section_5,main_section,주석,2017,,,notes_section,9,22,1289
310,2017_section_5_chunk_10,2017_section_5,main_section,주석,2017,,,notes_section,10,22,1337
311,2017_section_5_chunk_11,2017_section_5,main_section,주석,2017,,,notes_section,11,22,1239
312,2017_section_5_chunk_12,2017_section_5,main_section,주석,2017,,,notes_section,12,22,1271
313,2017_section_5_chunk_13,2017_section_5,main_section,주석,2017,,,notes_section,13,22,1130
314,2017_section_5_chunk_14,2017_section_5,main_section,주석,2017,,,notes_section,14,22,1341
315,2017_section_5_chunk_15,2017_section_5,main_section,주석,2017,,,notes_section,15,22,1298
316,2017_section_5_chunk_16,2017_section_5,main_section,주석,2017,,,notes_section,16,22,1316
317,2017_section_5_chunk_17,2017_section_5,main_section,주석,2017,,,notes_section,17,22,1271
318,2017_section_5_chunk_18,2017_section_5,main_section,주석,2017,,,notes_section,18,22,1266
319,2017_section_5_chunk_19,2017_section_5,main_section,주석,2017,,,notes_section,19,22,1300
320,2017_section_5_chunk_20,2017_section_5,main_section,주석,2017,,,notes_section,20,22,1346
321,2017_section_5_chunk_21,2017_section_5,main_section,주석,2017,,,notes_section,21,22,379
322,2017_section_6_chunk_0,2017_section_6,main_section,(주석,2017,,,notes_section,0,17,1200
323,2017_section_6_chunk_1,2017_section_6,main_section,(주석,2017,,,notes_section,1,17,1323
324,2017_section_6_chunk_2,2017_section_6,main_section,(주석,2017,,,notes_section,2,17,1290
325,2017_section_6_chunk_3,2017_section_6,main_section,(주석,2017,,,notes_section,3,17,1302
326,2017_section_6_chunk_4,2017_section_6,main_section,(주석,2017,,,notes_section,4,17,671
327,2017_section_6_chunk_5,2017_section_6,main_section,(주석,2017,,,notes_section,5,17,1308
328,2017_section_6_chunk_6,2017_section_6,main_section,(주석,2017,,,notes_section,6,17,1345
329,2017_section_6_chunk_7,2017_section_6,main_section,(주석,2017,,,notes_section,7,17,1348
330,2017_section_6_chunk_8,2017_section_6,main_section,(주석,2017,,,notes_section,8,17,1287
331,2017_section_6_chunk_9,2017_section_6,main_section,(주석,2017,,,notes_section,9,17,1317
332,2017_section_6_chunk_10,2017_section_6,main_section,(주석,2017,,,notes_section,10,17,1333
333,2017_section_6_chunk_11,2017_section_6,main_section,(주석,2017,,,notes_section,11,17,1281
334,2017_section_6_chunk_12,2017_section_6,main_section,(주석,2017,,,notes_section,12,17,1334
335,2017_section_6_chunk_13,2017_section_6,main_section,(주석,2017,,,notes_section,13,17,1333
336,2017_section_6_chunk_14,2017_section_6,main_section,(주석,2017,,,notes_section,14,17,1307
337,2017_section_6_chunk_15,2017_section_6,main_section,(주석,2017,,,notes_section,15,17,1307
338,2017_section_6_chunk_16,2017_section_6,main_section,(주석,2017,,,notes_section,16,17,1321
339,2017_note_1_0_chunk_0,2017_note_1_0,note_block,1. 일반적 사항 :,2017,,1,,0,1,446
340,2017_note_2_1_chunk_0,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,0,18,1071
341,2017_note_2_1_chunk_1,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,1,18,1309
342,2017_note_2_1_chunk_2,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,2,18,1199
343,2017_note_2_1_chunk_3,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,3,18,1136
344,2017_note_2_1_chunk_4,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,4,18,1320
345,2017_note_2_1_chunk_5,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,5,18,1264
346,2017_note_2_1_chunk_6,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,6,18,1203
347,2017_note_2_1_chunk_7,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,7,18,1274
348,2017_note_2_1_chunk_8,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,8,18,1237
349,2017_note_2_1_chunk_9,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,9,18,1204
350,2017_note_2_1_chunk_10,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,10,18,1142
351,2017_note_2_1_chunk_11,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,11,18,1284
352,2017_note_2_1_chunk_12,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,12,18,1277
353,2017_note_2_1_chunk_13,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,13,18,1206
354,2017_note_2_1_chunk_14,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,14,18,1312
355,2017_note_2_1_chunk_15,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,15,18,1053
356,2017_note_2_1_chunk_16,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,16,18,1316
357,2017_note_2_1_chunk_17,2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,17,18,874
358,2017_note_3_2_chunk_0,2017_note_3_2,note_block,3. 중요한 회계추정 및 가정 :,2017,,3,,0,2,1134
359,2017_note_3_2_chunk_1,2017_note_3_2,note_block,3. 중요한 회계추정 및 가정 :,2017,,3,,1,2,522
360,2017_note_6_3_chunk_0,2017_note_6_3,note_block,6. 범주별 금융상품 :,2017,,6,,0,1,206
361,2017_note_7_4_chunk_0,2017_note_7_4,note_block,7. 금융자산의 신용건전성 :,2017,,7,,0,1,495
362,2017_note_8_5_chunk_0,2017_note_8_5,note_block,8. 금융자산의 양도 :,2017,,8,,0,1,259
363,2017_note_9_6_chunk_0,2017_note_9_6,note_block,9. 매도가능금융자산 :,2017,,9,,0,1,988
364,2017_note_10_7_chunk_0,2017_note_10_7,note_block,10. 매출채권 및 미수금 :,2017,,10,,0,1,439
365,2017_note_11_8_chunk_0,2017_note_11_8,note_block,11. 재고자산 :,2017,,11,,0,1,208
366,2017_note_12_9_chunk_0,2017_note_12_9,note_block,"12. 종속기업, 관계기업 및 공동기업 투자 :",2017,,12,,0,1,804
367,2017_note_13_10_chunk_0,2017_note_13_10,note_block,13. 유형자산 :,2017,,13,,0,1,199
368,2017_note_15_11_chunk_0,2017_note_15_11,note_block,15. 차입금 :,2017,,15,,0,1,91
369,2017_note_16_12_chunk_0,2017_note_16_12,note_block,16. 사채 :,2017,,16,,0,1,639
370,2017_note_19_13_chunk_0,2017_note_19_13,note_block,19. 우발부채와 약정사항 :,2017,,19,,0,4,811
371,2017_note_19_13_chunk_1,2017_note_19_13,note_block,19. 우발부채와 약정사항 :,2017,,19,,1,4,1288
372,2017_note_19_13_chunk_2,2017_note_19_13,note_block,19. 우발부채와 약정사항 :,2017,,19,,2,4,1267
373,2017_note_19_13_chunk_3,2017_note_19_13,note_block,19. 우발부채와 약정사항 :,2017,,19,,3,4,635
374,2017_note_20_14_chunk_0,2017_note_20_14,note_block,20. 자본금 :,2017,,20,,0,1,354
375,2017_note_21_15_chunk_0,2017_note_21_15,note_block,21. 이익잉여금 :,2017,,21,,0,1,413
376,2017_note_22_16_chunk_0,2017_note_22_16,note_block,22. 주당배당금 :,2017,,22,,0,1,143
377,2017_note_23_17_chunk_0,2017_note_23_17,note_block,23. 기타자본항목 :,2017,,23,,0,1,157
378,2017_note_24_18_chunk_0,2017_note_24_18,note_block,24. 비용의 성격별 분류 :,2017,,24,,0,1,90
379,2017_note_25_19_chunk_0,2017_note_25_19,note_block,25. 판매비와관리비 :,2017,,25,,0,1,45
380,2017_note_26_20_chunk_0,2017_note_26_20,note_block,26. 기타수익,2017,,26,,0,1,54
381,2017_note_27_21_chunk_0,2017_note_27_21,note_block,27. 금융수익 및 금융비용 :,2017,,27,,0,1,111
382,2017_note_28_22_chunk_0,2017_note_28_22,note_block,28. 법인세비용 :,2017,,28,,0,1,667
383,2017_note_29_23_chunk_0,2017_note_29_23,note_block,29. 주당이익 :,2017,,29,,0,1,142
384,2017_note_30_24_chunk_0,2017_note_30_24,note_block,30. 현금흐름표 :,2017,,30,,0,1,334
385,2017_note_31_25_chunk_0,2017_note_31_25,note_block,31. 재무위험관리 :,2017,,31,,0,5,1200
386,2017_note_31_25_chunk_1,2017_note_31_25,note_block,31. 재무위험관리 :,2017,,31,,1,5,1201
387,2017_note_31_25_chunk_2,2017_note_31_25,note_block,31. 재무위험관리 :,2017,,31,,2,5,1300
388,2017_note_31_25_chunk_3,2017_note_31_25,note_block,31. 재무위험관리 :,2017,,31,,3,5,1314
389,2017_note_31_25_chunk_4,2017_note_31_25,note_block,31. 재무위험관리 :,2017,,31,,4,5,543
390,2017_note_32_26_chunk_0,2017_note_32_26,note_block,32. 특수관계자와의 거래 :,2017,,32,,0,3,1133
391,2017_note_32_26_chunk_1,2017_note_32_26,note_block,32. 특수관계자와의 거래 :,2017,,32,,1,3,1162
392,2017_note_32_26_chunk_2,2017_note_32_26,note_block,32. 특수관계자와의 거래 :,2017,,32,,2,3,533
393,2017_note_33_27_chunk_0,2017_note_33_27,note_block,33. 매각예정분류(처분자산집단) :,2017,,33,,0,1,218
394,2017_note_34_28_chunk_0,2017_note_34_28,note_block,34. 보고기간 후 사건 :,2017,,34,,0,1,615
395,2017_balance_sheet_chunk_0,2017_balance_sheet,normalized_table,balance_sheet,2017,balance_sheet,,,0,2,1191
396,2017_balance_sheet_chunk_1,2017_balance_sheet,normalized_table,balance_sheet,2017,balance_sheet,,,1,2,909
397,2017_income_statement_chunk_0,2017_income_statement,normalized_table,income_statement,2017,income_statement,,,0,1,668
398,2017_comprehensive_income_chunk_0,2017_comprehensive_income,normalized_table,comprehensive_income,2017,comprehensive_income,,,0,1,367
399,2017_changes_in_equity_prior_period_0_chunk_0,2017_changes_in_equity_prior_period_0,normalized_table,changes_in_equity - prior_period,2017,changes_in_equity,,,0,1,761
400,2017_changes_in_equity_current_period_1_chunk_0,2017_changes_in_equity_current_period_1,normalized_table,changes_in_equity - current_period,2017,changes_in_equity,,,0,1,751
401,2017_cash_flow_chunk_0,2017_cash_flow,normalized_table,cash_flow,2017,cash_flow,,,0,2,1169
402,2017_cash_flow_chunk_1,2017_cash_flow,normalized_table,cash_flow,2017,cash_flow,,,1,2,390
403,2018_section_0_chunk_0,2018_section_0,main_section,독립된 감사인의 감사보고서,2018,,,auditor_report_title,0,1,37
404,2018_section_1_chunk_0,2018_section_1,main_section,감사의견,2018,,,opinion,0,1,313
405,2018_section_2_chunk_0,2018_section_2,main_section,감사의견근거,2018,,,basis_for_opinion,0,1,6
406,2018_section_3_chunk_0,2018_section_3,main_section,"우리는 대한민국의 회계감사기준에 따라 감사를 수행하였습니다. 이 기준에 따른 우리의 책임은 이 감사보고서의 재무제표감사에 대한 감사인의 책임 단락에 기술되어 있습니다. 우리는 재무제표감사와 관련된 대한민국의 윤리적 요구사항에 따라 회사로부터 독립적이며, 그러한 요구사항에 따른 기타의 윤리적 책임들을 이행하였습니다. 우리가 입수한 감사증거가 감사의견을 위한 근거로서 충분하고 적합하다고 우리는 믿습니다.",2018,,,auditor_responsibility,0,1,225
407,2018_section_4_chunk_0,2018_section_4,main_section,핵심감사사항,2018,,,key_audit_matters,0,1,880
408,2018_section_5_chunk_0,2018_section_5,main_section,핵심감사사항,2018,,,key_audit_matters,0,3,1193
409,2018_section_5_chunk_1,2018_section_5,main_section,핵심감사사항,2018,,,key_audit_matters,1,3,1231
410,2018_section_5_chunk_2,2018_section_5,main_section,핵심감사사항,2018,,,key_audit_matters,2,3,452
411,2018_section_6_chunk_0,2018_section_6,main_section,(첨부)재 무 제 표,2018,,,attached_financial_statements,0,1,11
412,2018_section_7_chunk_0,2018_section_7,main_section,주석,2018,,,notes_section,0,18,1186
413,2018_section_7_chunk_1,2018_section_7,main_section,주석,2018,,,notes_section,1,18,1322
414,2018_section_7_chunk_2,2018_section_7,main_section,주석,2018,,,notes_section,2,18,1323
415,2018_section_7_chunk_3,2018_section_7,main_section,주석,2018,,,notes_section,3,18,1162
416,2018_section_7_chunk_4,2018_section_7,main_section,주석,2018,,,notes_section,4,18,1264
417,2018_section_7_chunk_5,2018_section_7,main_section,주석,2018,,,notes_section,5,18,1258
418,2018_section_7_chunk_6,2018_section_7,main_section,주석,2018,,,notes_section,6,18,1245
419,2018_section_7_chunk_7,2018_section_7,main_section,주석,2018,,,notes_section,7,18,1283
420,2018_section_7_chunk_8,2018_section_7,main_section,주석,2018,,,notes_section,8,18,1289
421,2018_section_7_chunk_9,2018_section_7,main_section,주석,2018,,,notes_section,9,18,1315
422,2018_section_7_chunk_10,2018_section_7,main_section,주석,2018,,,notes_section,10,18,1350
423,2018_section_7_chunk_11,2018_section_7,main_section,주석,2018,,,notes_section,11,18,1325
424,2018_section_7_chunk_12,2018_section_7,main_section,주석,2018,,,notes_section,12,18,1311
425,2018_section_7_chunk_13,2018_section_7,main_section,주석,2018,,,notes_section,13,18,1255
426,2018_section_7_chunk_14,2018_section_7,main_section,주석,2018,,,notes_section,14,18,1222
427,2018_section_7_chunk_15,2018_section_7,main_section,주석,2018,,,notes_section,15,18,1116
428,2018_section_7_chunk_16,2018_section_7,main_section,주석,2018,,,notes_section,16,18,1318
429,2018_section_7_chunk_17,2018_section_7,main_section,주석,2018,,,notes_section,17,18,522
430,2018_section_8_chunk_0,2018_section_8,main_section,(주석,2018,,,notes_section,0,2,1124
431,2018_section_8_chunk_1,2018_section_8,main_section,(주석,2018,,,notes_section,1,2,525
432,2018_section_9_chunk_0,2018_section_9,main_section,주석,2018,,,notes_section,0,15,1195
433,2018_section_9_chunk_1,2018_section_9,main_section,주석,2018,,,notes_section,1,15,1294
434,2018_section_9_chunk_2,2018_section_9,main_section,주석,2018,,,notes_section,2,15,1352
435,2018_section_9_chunk_3,2018_section_9,main_section,주석,2018,,,notes_section,3,15,1242
436,2018_section_9_chunk_4,2018_section_9,main_section,주석,2018,,,notes_section,4,15,1339
437,2018_section_9_chunk_5,2018_section_9,main_section,주석,2018,,,notes_section,5,15,1347
438,2018_section_9_chunk_6,2018_section_9,main_section,주석,2018,,,notes_section,6,15,1290
439,2018_section_9_chunk_7,2018_section_9,main_section,주석,2018,,,notes_section,7,15,1141
440,2018_section_9_chunk_8,2018_section_9,main_section,주석,2018,,,notes_section,8,15,1335
441,2018_section_9_chunk_9,2018_section_9,main_section,주석,2018,,,notes_section,9,15,1187
442,2018_section_9_chunk_10,2018_section_9,main_section,주석,2018,,,notes_section,10,15,1343
443,2018_section_9_chunk_11,2018_section_9,main_section,주석,2018,,,notes_section,11,15,1279
444,2018_section_9_chunk_12,2018_section_9,main_section,주석,2018,,,notes_section,12,15,1313
445,2018_section_9_chunk_13,2018_section_9,main_section,주석,2018,,,notes_section,13,15,1324
446,2018_section_9_chunk_14,2018_section_9,main_section,주석,2018,,,notes_section,14,15,907
447,2018_note_1_0_chunk_0,2018_note_1_0,note_block,1. 일반적 사항 :,2018,,1,,0,1,442
448,2018_note_2_1_chunk_0,2018_note_2_1,note_block,2. 중요한 회계처리방침 :,2018,,2,,0,15,1165
449,2018_note_2_1_chunk_1,2018_note_2_1,note_block,2. 중요한 회계처리방침 :,2018,,2,,1,15,1160
450,2018_note_2_1_chunk_2,2018_note_2_1,note_block,2. 중요한 회계처리방침 :,2018,,2,,2,15,1316
451,2018_note_2_1_chunk_3,2018_note_2_1,note_block,2. 중요한 회계처리방침 :,2018,,2,,3,15,1181
452,2018_note_2_1_chunk_4,2018_note_2_1,note_block,2. 중요한 회계처리방침 :,2018,,2,,4,15,1284
453,2018_note_2_1_chunk_5,2018_note_2_1,note_block,2. 중요한 회계처리방침 :,2018,,2,,5,15,1052
454,2018_note_2_1_chunk_6,2018_note_2_1,note_block,2. 중요한 회계처리방침 :,2018,,2,,6,15,1151
455,2018_note_2_1_chunk_7,2018_note_2_1,note_block,2. 중요한 회계처리방침 :,2018,,2,,7,15,1220
456,2018_note_2_1_chunk_8,2018_note_2_1,note_block,2. 중요한 회계처리방침 :,2018,,2,,8,15,1113
457,2018_note_2_1_chunk_9,2018_note_2_1,note_block,2. 중요한 회계처리방침 :,2018,,2,,9,15,1285
458,2018_note_2_1_chunk_10,2018_note_2_1,note_block,2. 중요한 회계처리방침 :,2018,,2,,10,15,1320
459,2018_note_2_1_chunk_11,2018_note_2_1,note_block,2. 중요한 회계처리방침 :,2018,,2,,11,15,1295
460,2018_note_2_1_chunk_12,2018_note_2_1,note_block,2. 중요한 회계처리방침 :,2018,,2,,12,15,1282
461,2018_note_2_1_chunk_13,2018_note_2_1,note_block,2. 중요한 회계처리방침 :,2018,,2,,13,15,1223
462,2018_note_2_1_chunk_14,2018_note_2_1,note_block,2. 중요한 회계처리방침 :,2018,,2,,14,15,1172
463,2018_note_3_2_chunk_0,2018_note_3_2,note_block,3. 중요한 회계추정 및 가정 :,2018,,3,,0,2,984
464,2018_note_3_2_chunk_1,2018_note_3_2,note_block,3. 중요한 회계추정 및 가정 :,2018,,3,,1,2,1227
465,2018_note_6_3_chunk_0,2018_note_6_3,note_block,6. 범주별 금융상품 :,2018,,6,,0,1,205
466,2018_note_7_4_chunk_0,2018_note_7_4,note_block,7. 금융자산의 양도 :,2018,,7,,0,1,261
467,2018_note_8_5_chunk_0,2018_note_8_5,note_block,8. 공정가치금융자산 :,2018,,8,,0,1,326
468,2018_note_9_6_chunk_0,2018_note_9_6,note_block,9. 매도가능금융자산 :,2018,,9,,0,1,899
469,2018_note_10_7_chunk_0,2018_note_10_7,note_block,10. 매출채권 및 미수금 :,2018,,10,,0,1,421
470,2018_note_11_8_chunk_0,2018_note_11_8,note_block,11. 재고자산 :,2018,,11,,0,1,204
471,2018_note_12_9_chunk_0,2018_note_12_9,note_block,"12. 종속기업, 관계기업 및 공동기업 투자 :",2018,,12,,0,1,182
472,2018_note_13_10_chunk_0,2018_note_13_10,note_block,13. 유형자산 :,2018,,13,,0,1,199
473,2018_note_15_11_chunk_0,2018_note_15_11,note_block,15. 차입금 :,2018,,15,,0,1,92
474,2018_note_16_12_chunk_0,2018_note_16_12,note_block,16. 사채 :,2018,,16,,0,1,633
475,2018_note_19_13_chunk_0,2018_note_19_13,note_block,19. 우발부채와 약정사항 :,2018,,19,,0,2,1187
476,2018_note_19_13_chunk_1,2018_note_19_13,note_block,19. 우발부채와 약정사항 :,2018,,19,,1,2,422
477,2018_note_20_14_chunk_0,2018_note_20_14,note_block,20. 계약부채 :,2018,,20,,0,1,160
478,2018_note_21_15_chunk_0,2018_note_21_15,note_block,21. 자본금 :,2018,,21,,0,1,442
479,2018_note_22_16_chunk_0,2018_note_22_16,note_block,22. 이익잉여금 :,2018,,22,,0,1,655
480,2018_note_23_17_chunk_0,2018_note_23_17,note_block,23. 기타자본항목 :,2018,,23,,0,1,150
481,2018_note_24_18_chunk_0,2018_note_24_18,note_block,24. 비용의 성격별 분류 :,2018,,24,,0,1,90
482,2018_note_25_19_chunk_0,2018_note_25_19,note_block,25. 판매비와관리비 :,2018,,25,,0,1,45
483,2018_note_26_20_chunk_0,2018_note_26_20,note_block,26. 기타수익,2018,,26,,0,1,54
484,2018_note_27_21_chunk_0,2018_note_27_21,note_block,27. 금융수익 및 금융비용 :,2018,,27,,0,1,111
485,2018_note_28_22_chunk_0,2018_note_28_22,note_block,28. 법인세비용 :,2018,,28,,0,1,664
486,2018_note_29_23_chunk_0,2018_note_29_23,note_block,29. 주당이익 :,2018,,29,,0,1,142
487,2018_note_30_24_chunk_0,2018_note_30_24,note_block,30. 현금흐름표 :,2018,,30,,0,1,374
488,2018_note_31_25_chunk_0,2018_note_31_25,note_block,31. 재무위험관리 :,2018,,31,,0,5,1197
489,2018_note_31_25_chunk_1,2018_note_31_25,note_block,31. 재무위험관리 :,2018,,31,,1,5,1258
490,2018_note_31_25_chunk_2,2018_note_31_25,note_block,31. 재무위험관리 :,2018,,31,,2,5,1295
491,2018_note_31_25_chunk_3,2018_note_31_25,note_block,31. 재무위험관리 :,2018,,31,,3,5,1287
492,2018_note_31_25_chunk_4,2018_note_31_25,note_block,31. 재무위험관리 :,2018,,31,,4,5,531
493,2018_note_32_26_chunk_0,2018_note_32_26,note_block,32. 특수관계자와의 거래 :,2018,,32,,0,3,1177
494,2018_note_32_26_chunk_1,2018_note_32_26,note_block,32. 특수관계자와의 거래 :,2018,,32,,1,3,1318
495,2018_note_32_26_chunk_2,2018_note_32_26,note_block,32. 특수관계자와의 거래 :,2018,,32,,2,3,702
496,2018_balance_sheet_chunk_0,2018_balance_sheet,normalized_table,balance_sheet,2018,balance_sheet,,,0,2,1166
497,2018_balance_sheet_chunk_1,2018_balance_sheet,normalized_table,balance_sheet,2018,balance_sheet,,,1,2,1019
498,2018_income_statement_chunk_0,2018_income_statement,normalized_table,income_statement,2018,income_statement,,,0,1,662
499,2018_comprehensive_income_chunk_0,2018_comprehensive_income,normalized_table,comprehensive_income,2018,comprehensive_income,,,0,1,404
500,2018_changes_in_equity_prior_period_0_chunk_0,2018_changes_in_equity_prior_period_0,normalized_table,changes_in_equity - prior_period,2018,changes_in_equity,,,0,1,701
501,2018_changes_in_equity_current_period_1_chunk_0,2018_changes_in_equity_current_period_1,normalized_table,changes_in_equity - current_period,2018,changes_in_equity,,,0,1,854
502,2018_cash_flow_chunk_0,2018_cash_flow,normalized_table,cash_flow,2018,cash_flow,,,0,2,1181
503,2018_cash_flow_chunk_1,2018_cash_flow,normalized_table,cash_flow,2018,cash_flow,,,1,2,488
504,2019_section_0_chunk_0,2019_section_0,main_section,독립된 감사인의 감사보고서,2019,,,auditor_report_title,0,1,36
505,2019_section_1_chunk_0,2019_section_1,main_section,감사의견,2019,,,opinion,0,1,449
506,2019_section_2_chunk_0,2019_section_2,main_section,감사의견근거,2019,,,basis_for_opinion,0,1,6
