chunk_id,parent_doc_id,source_type,title,year,statement_type,note_number,section_type,chunk_index,chunk_count,chunk_text_length
2014_cash_flow_chunk_1,2014_cash_flow,normalized_table,cash_flow,2014,cash_flow,,,1,2,308
2015_section_0_chunk_0,2015_section_0,main_section,독립된 감사인의 감사보고서,2015,,,auditor_report_title,0,1,183
2015_section_1_chunk_0,2015_section_1,main_section,재무제표에 대한 경영진의 책임,2015,,,management_responsibility,0,1,135
2015_section_2_chunk_0,2015_section_2,main_section,감사인의 책임,2015,,,auditor_responsibility,0,1,572
2015_section_3_chunk_0,2015_section_3,main_section,감사의견,2015,,,opinion,0,1,157
2015_section_4_chunk_0,2015_section_4,main_section,(첨부)재 무 제 표,2015,,,attached_financial_statements,0,1,11
2015_section_5_chunk_0,2015_section_5,main_section,주석,2015,,,notes_section,0,15,1194
2015_section_5_chunk_1,2015_section_5,main_section,주석,2015,,,notes_section,1,15,1272
2015_section_5_chunk_2,2015_section_5,main_section,주석,2015,,,notes_section,2,15,1348
2015_section_5_chunk_3,2015_section_5,main_section,주석,2015,,,notes_section,3,15,1282
2015_section_5_chunk_4,2015_section_5,main_section,주석,2015,,,notes_section,4,15,1165
2015_section_5_chunk_5,2015_section_5,main_section,주석,2015,,,notes_section,5,15,1333
2015_section_5_chunk_6,2015_section_5,main_section,주석,2015,,,notes_section,6,15,1349
2015_section_5_chunk_7,2015_section_5,main_section,주석,2015,,,notes_section,7,15,1150
2015_section_5_chunk_8,2015_section_5,main_section,주석,2015,,,notes_section,8,15,1246
2015_section_5_chunk_9,2015_section_5,main_section,주석,2015,,,notes_section,9,15,1125
2015_section_5_chunk_10,2015_section_5,main_section,주석,2015,,,notes_section,10,15,1340
2015_section_5_chunk_11,2015_section_5,main_section,주석,2015,,,notes_section,11,15,1129
2015_section_5_chunk_12,2015_section_5,main_section,주석,2015,,,notes_section,12,15,1316
2015_section_5_chunk_13,2015_section_5,main_section,주석,2015,,,notes_section,13,15,1346
2015_section_5_chunk_14,2015_section_5,main_section,주석,2015,,,notes_section,14,15,749
2015_section_6_chunk_0,2015_section_6,main_section,(주석,2015,,,notes_section,0,17,1186
2015_section_6_chunk_1,2015_section_6,main_section,(주석,2015,,,notes_section,1,17,1348
2015_section_6_chunk_2,2015_section_6,main_section,(주석,2015,,,notes_section,2,17,1342
2015_section_6_chunk_3,2015_section_6,main_section,(주석,2015,,,notes_section,3,17,657
2015_section_6_chunk_4,2015_section_6,main_section,(주석,2015,,,notes_section,4,17,1142
2015_section_6_chunk_5,2015_section_6,main_section,(주석,2015,,,notes_section,5,17,1341
2015_section_6_chunk_6,2015_section_6,main_section,(주석,2015,,,notes_section,6,17,1342
2015_section_6_chunk_7,2015_section_6,main_section,(주석,2015,,,notes_section,7,17,1345
2015_section_6_chunk_8,2015_section_6,main_section,(주석,2015,,,notes_section,8,17,1333
2015_section_6_chunk_9,2015_section_6,main_section,(주석,2015,,,notes_section,9,17,1154
2015_section_6_chunk_10,2015_section_6,main_section,(주석,2015,,,notes_section,10,17,1333
2015_section_6_chunk_11,2015_section_6,main_section,(주석,2015,,,notes_section,11,17,1315
