doc_id,source_type,title,year,statement_type,note_number,section_type,text_length
2016_table_summary_101,table_summary,table_summary_101,2016,,,,239
2016_table_summary_102,table_summary,table_summary_102,2016,,,,63
2016_table_summary_103,table_summary,table_summary_103,2016,,,,135
2016_table_summary_104,table_summary,table_summary_104,2016,,,,63
2016_table_summary_105,table_summary,table_summary_105,2016,,,,176
2016_table_summary_106,table_summary,table_summary_106,2016,,,,63
2016_table_summary_107,table_summary,table_summary_107,2016,,,,183
2016_table_summary_108,table_summary,table_summary_108,2016,,,,61
2016_table_summary_109,table_summary,table_summary_109,2016,,,,90
2016_table_summary_110,table_summary,table_summary_110,2016,,,,63
2016_table_summary_111,table_summary,table_summary_111,2016,,,,130
2016_table_summary_112,table_summary,table_summary_112,2016,,,,63
2016_table_summary_113,table_summary,table_summary_113,2016,,,,113
2016_table_summary_114,table_summary,table_summary_114,2016,,,,63
2016_table_summary_115,table_summary,table_summary_115,2016,,,,301
2016_table_summary_116,table_summary,table_summary_116,2016,,,,63
2016_table_summary_117,table_summary,table_summary_117,2016,,,,96
2016_table_summary_118,table_summary,table_summary_118,2016,,,,63
2016_table_summary_119,table_summary,table_summary_119,2016,,,,170
2016_table_summary_120,table_summary,table_summary_120,2016,,,,63
2016_table_summary_121,table_summary,table_summary_121,2016,,,,122
2016_table_summary_122,table_summary,table_summary_122,2016,,,,63
2016_table_summary_123,table_summary,table_summary_123,2016,,,,128
2016_table_summary_124,table_summary,table_summary_124,2016,,,,63
2016_table_summary_125,table_summary,table_summary_125,2016,,,,122
2016_table_summary_126,table_summary,table_summary_126,2016,,,,63
2016_table_summary_127,table_summary,table_summary_127,2016,,,,147
2016_table_summary_128,table_summary,table_summary_128,2016,,,,105
2016_table_summary_129,table_summary,table_summary_129,2016,,,,100
2016_table_summary_130,table_summary,table_summary_130,2016,,,,63
2016_table_summary_131,table_summary,table_summary_131,2016,,,,235
2016_table_summary_132,table_summary,table_summary_132,2016,,,,62
2016_table_summary_133,table_summary,table_summary_133,2016,,,,86
2016_table_summary_134,table_summary,table_summary_134,2016,,,,63
2016_table_summary_135,table_summary,table_summary_135,2016,,,,89
2016_table_summary_136,table_summary,table_summary_136,2016,,,,63
2016_table_summary_137,table_summary,table_summary_137,2016,,,,92
2016_table_summary_138,table_summary,table_summary_138,2016,,,,70
2016_table_summary_139,table_summary,table_summary_139,2016,,,,275
2016_table_summary_140,table_summary,table_summary_140,2016,,,,63
2016_table_summary_141,table_summary,table_summary_141,2016,,,,308
2016_table_summary_142,table_summary,table_summary_142,2016,,,,61
2016_table_summary_143,table_summary,table_summary_143,2016,,,,153
2016_table_summary_144,table_summary,table_summary_144,2016,,,,63
2016_table_summary_145,table_summary,table_summary_145,2016,,,,145
2016_table_summary_146,table_summary,table_summary_146,2016,,,,63
2016_table_summary_147,table_summary,table_summary_147,2016,,,,210
2016_table_summary_148,table_summary,table_summary_148,2016,,,,63
2016_table_summary_149,table_summary,table_summary_149,2016,,,,162
2016_table_summary_150,table_summary,table_summary_150,2016,,,,63
2016_table_summary_151,table_summary,table_summary_151,2016,,,,168
2016_table_summary_152,table_summary,table_summary_152,2016,,,,63
2016_table_summary_153,table_summary,table_summary_153,2016,,,,156
2016_table_summary_154,table_summary,table_summary_154,2016,,,,65
2016_table_summary_155,table_summary,table_summary_155,2016,,,,143
2016_table_summary_156,table_summary,table_summary_156,2016,,,,63
2016_table_summary_157,table_summary,table_summary_157,2016,,,,167
2016_table_summary_158,table_summary,table_summary_158,2016,,,,63
2016_table_summary_159,table_summary,table_summary_159,2016,,,,124
2016_table_summary_160,table_summary,table_summary_160,2016,,,,63
2016_table_summary_161,table_summary,table_summary_161,2016,,,,126
2016_table_summary_162,table_summary,table_summary_162,2016,,,,63
2016_table_summary_163,table_summary,table_summary_163,2016,,,,138
2016_table_summary_164,table_summary,table_summary_164,2016,,,,63
2016_table_summary_165,table_summary,table_summary_165,2016,,,,138
2016_table_summary_166,table_summary,table_summary_166,2016,,,,63
2016_table_summary_167,table_summary,table_summary_167,2016,,,,138
2016_table_summary_168,table_summary,table_summary_168,2016,,,,63
2016_table_summary_169,table_summary,table_summary_169,2016,,,,206
2016_table_summary_170,table_summary,table_summary_170,2016,,,,63
2016_table_summary_171,table_summary,table_summary_171,2016,,,,209
2016_table_summary_172,table_summary,table_summary_172,2016,,,,63
2016_table_summary_173,table_summary,table_summary_173,2016,,,,173
2016_table_summary_174,table_summary,table_summary_174,2016,,,,67
2016_table_summary_175,table_summary,table_summary_175,2016,,,,150
2016_table_summary_176,table_summary,table_summary_176,2016,,,,67
2016_table_summary_177,table_summary,table_summary_177,2016,,,,146
2016_table_summary_178,table_summary,table_summary_178,2016,,,,67
2016_table_summary_179,table_summary,table_summary_179,2016,,,,173
2016_table_summary_180,table_summary,table_summary_180,2016,,,,67
2016_table_summary_181,table_summary,table_summary_181,2016,,,,168
2016_table_summary_182,table_summary,table_summary_182,2016,,,,63
2016_table_summary_183,table_summary,table_summary_183,2016,,,,153
2016_table_summary_184,table_summary,table_summary_184,2016,,,,63
2016_table_summary_185,table_summary,table_summary_185,2016,,,,175
2016_table_summary_186,table_summary,table_summary_186,2016,,,,63
2016_table_summary_187,table_summary,table_summary_187,2016,,,,161
2016_table_summary_188,table_summary,table_summary_188,2016,,,,63
2016_table_summary_189,table_summary,table_summary_189,2016,,,,186
2016_table_summary_190,table_summary,table_summary_190,2016,,,,63
2016_table_summary_191,table_summary,table_summary_191,2016,,,,115
2016_table_summary_192,table_summary,table_summary_192,2016,,,,63
2016_table_summary_193,table_summary,table_summary_193,2016,,,,117
2016_table_summary_194,table_summary,table_summary_194,2016,,,,63
2016_table_summary_195,table_summary,table_summary_195,2016,,,,132
2016_table_summary_196,table_summary,table_summary_196,2016,,,,63
2016_table_summary_197,table_summary,table_summary_197,2016,,,,183
2016_table_summary_198,table_summary,table_summary_198,2016,,,,63
2016_table_summary_199,table_summary,table_summary_199,2016,,,,155
2016_table_summary_200,table_summary,table_summary_200,2016,,,,63
2016_table_summary_201,table_summary,table_summary_201,2016,,,,175
2016_table_summary_202,table_summary,table_summary_202,2016,,,,64
2016_table_summary_203,table_summary,table_summary_203,2016,,,,240
2016_table_summary_204,table_summary,table_summary_204,2016,,,,63
2016_table_summary_205,table_summary,table_summary_205,2016,,,,119
2016_table_summary_206,table_summary,table_summary_206,2016,,,,64
2016_table_summary_207,table_summary,table_summary_207,2016,,,,101
2016_table_summary_208,table_summary,table_summary_208,2016,,,,154
2016_table_summary_209,table_summary,table_summary_209,2016,,,,200
2016_table_summary_210,table_summary,table_summary_210,2016,,,,195
2016_table_summary_211,table_summary,table_summary_211,2016,,,,229
2016_table_summary_212,table_summary,table_summary_212,2016,,,,228
2016_table_summary_213,table_summary,table_summary_213,2016,,,,221
2016_table_summary_214,table_summary,table_summary_214,2016,,,,63
2016_table_summary_215,table_summary,table_summary_215,2016,,,,233
2016_table_summary_216,table_summary,table_summary_216,2016,,,,63
2016_table_summary_217,table_summary,table_summary_217,2016,,,,209
2016_table_summary_218,table_summary,table_summary_218,2016,,,,63
2016_table_summary_219,table_summary,table_summary_219,2016,,,,233
2016_table_summary_220,table_summary,table_summary_220,2016,,,,63
2016_table_summary_221,table_summary,table_summary_221,2016,,,,204
2016_table_summary_222,table_summary,table_summary_222,2016,,,,63
2016_table_summary_223,table_summary,table_summary_223,2016,,,,202
2016_table_summary_224,table_summary,table_summary_224,2016,,,,63
2016_table_summary_225,table_summary,table_summary_225,2016,,,,222
2016_table_summary_226,table_summary,table_summary_226,2016,,,,63
2016_table_summary_227,table_summary,table_summary_227,2016,,,,200
2016_table_summary_228,table_summary,table_summary_228,2016,,,,63
2016_table_summary_229,table_summary,table_summary_229,2016,,,,243
2016_table_summary_230,table_summary,table_summary_230,2016,,,,63
2016_table_summary_231,table_summary,table_summary_231,2016,,,,117
2016_table_summary_232,table_summary,table_summary_232,2016,,,,131
2016_table_summary_233,table_summary,table_summary_233,2016,,,,63
2016_table_summary_234,table_summary,table_summary_234,2016,,,,79
2016_table_summary_235,table_summary,table_summary_235,2016,,,,63
2016_table_summary_236,table_summary,table_summary_236,2016,,,,89
2016_table_summary_237,table_summary,table_summary_237,2016,,,,149
2016_table_summary_238,table_summary,table_summary_238,2016,,,,115
2016_table_summary_239,table_summary,table_summary_239,2016,,,,105
2016_table_summary_240,table_summary,table_summary_240,2016,,,,159
2016_table_summary_241,table_summary,table_summary_241,2016,,,,68
2016_table_summary_242,table_summary,table_summary_242,2016,,,,321
2016_table_summary_243,table_summary,table_summary_243,2016,,,,608
2017_section_0,main_section,독립된 감사인의 감사보고서,2017,,,auditor_report_title,183
2017_section_1,main_section,재무제표에 대한 경영진의 책임,2017,,,management_responsibility,135
2017_section_2,main_section,감사인의 책임,2017,,,auditor_responsibility,572
2017_section_3,main_section,감사의견,2017,,,opinion,157
2017_section_4,main_section,(첨부)재 무 제 표,2017,,,attached_financial_statements,11
2017_section_5,main_section,주석,2017,,,notes_section,23426
2017_section_6,main_section,(주석,2017,,,notes_section,18768
2017_note_1_0,note_block,1. 일반적 사항 :,2017,,1,,446
2017_note_2_1,note_block,2. 중요한 회계처리방침 :,2017,,2,,19346
2017_note_3_2,note_block,3. 중요한 회계추정 및 가정 :,2017,,3,,1514
2017_note_6_3,note_block,6. 범주별 금융상품 :,2017,,6,,206
2017_note_7_4,note_block,7. 금융자산의 신용건전성 :,2017,,7,,495
2017_note_8_5,note_block,8. 금융자산의 양도 :,2017,,8,,259
2017_note_9_6,note_block,9. 매도가능금융자산 :,2017,,9,,988
2017_note_10_7,note_block,10. 매출채권 및 미수금 :,2017,,10,,439
2017_note_11_8,note_block,11. 재고자산 :,2017,,11,,208
2017_note_12_9,note_block,"12. 종속기업, 관계기업 및 공동기업 투자 :",2017,,12,,804
2017_note_13_10,note_block,13. 유형자산 :,2017,,13,,199
2017_note_15_11,note_block,15. 차입금 :,2017,,15,,91
2017_note_16_12,note_block,16. 사채 :,2017,,16,,1349
2017_note_19_13,note_block,19. 우발부채와 약정사항 :,2017,,19,,3585
2017_note_20_14,note_block,20. 자본금 :,2017,,20,,354
2017_note_21_15,note_block,21. 이익잉여금 :,2017,,21,,413
2017_note_22_16,note_block,22. 주당배당금 :,2017,,22,,143
2017_note_23_17,note_block,23. 기타자본항목 :,2017,,23,,157
2017_note_24_18,note_block,24. 비용의 성격별 분류 :,2017,,24,,90
2017_note_25_19,note_block,25. 판매비와관리비 :,2017,,25,,45
2017_note_26_20,note_block,26. 기타수익,2017,,26,,54
2017_note_27_21,note_block,27. 금융수익 및 금융비용 :,2017,,27,,111
2017_note_28_22,note_block,28. 법인세비용 :,2017,,28,,667
2017_note_29_23,note_block,29. 주당이익 :,2017,,29,,142
2017_note_30_24,note_block,30. 현금흐름표 :,2017,,30,,334
2017_note_31_25,note_block,31. 재무위험관리 :,2017,,31,,4981
2017_note_32_26,note_block,32. 특수관계자와의 거래 :,2017,,32,,2523
2017_note_33_27,note_block,33. 매각예정분류(처분자산집단) :,2017,,33,,218
2017_note_34_28,note_block,34. 보고기간 후 사건 :,2017,,34,,615
2017_balance_sheet,normalized_table,balance_sheet,2017,balance_sheet,,,2033
2017_income_statement,normalized_table,income_statement,2017,income_statement,,,668
2017_comprehensive_income,normalized_table,comprehensive_income,2017,comprehensive_income,,,367
2017_changes_in_equity_prior_period_0,normalized_table,changes_in_equity - prior_period,2017,changes_in_equity,,,761
2017_changes_in_equity_current_period_1,normalized_table,changes_in_equity - current_period,2017,changes_in_equity,,,751
2017_cash_flow,normalized_table,cash_flow,2017,cash_flow,,,1483
2017_table_summary_0,table_summary,table_summary_0,2017,,,,107
2017_table_summary_1,table_summary,table_summary_1,2017,,,,107
2017_table_summary_2,table_summary,table_summary_2,2017,,,,80
2017_table_summary_3,table_summary,table_summary_3,2017,,,,97
2017_table_summary_4,table_summary,table_summary_4,2017,,,,211
2017_table_summary_5,table_summary,table_summary_5,2017,,,,62
2017_table_summary_6,table_summary,table_summary_6,2017,,,,107
2017_table_summary_7,table_summary,table_summary_7,2017,,,,107
2017_table_summary_8,table_summary,table_summary_8,2017,,,,97
2017_table_summary_9,table_summary,table_summary_9,2017,,,,135
2017_table_summary_10,table_summary,table_summary_10,2017,,,,202
2017_table_summary_11,table_summary,table_summary_11,2017,,,,171
2017_table_summary_12,table_summary,table_summary_12,2017,,,,82
2017_table_summary_13,table_summary,table_summary_13,2017,,,,257
2017_table_summary_14,table_summary,table_summary_14,2017,,,,200
2017_table_summary_15,table_summary,table_summary_15,2017,,,,82
2017_table_summary_16,table_summary,table_summary_16,2017,,,,287
2017_table_summary_17,table_summary,table_summary_17,2017,,,,187
2017_table_summary_18,table_summary,table_summary_18,2017,,,,82
2017_table_summary_19,table_summary,table_summary_19,2017,,,,258
2017_table_summary_20,table_summary,table_summary_20,2017,,,,193
2017_table_summary_21,table_summary,table_summary_21,2017,,,,82
2017_table_summary_22,table_summary,table_summary_22,2017,,,,250
2017_table_summary_23,table_summary,table_summary_23,2017,,,,189
2017_table_summary_24,table_summary,table_summary_24,2017,,,,82
2017_table_summary_25,table_summary,table_summary_25,2017,,,,114
2017_table_summary_26,table_summary,table_summary_26,2017,,,,222
2017_table_summary_27,table_summary,table_summary_27,2017,,,,338
2017_table_summary_28,table_summary,table_summary_28,2017,,,,97
2017_table_summary_29,table_summary,table_summary_29,2017,,,,96
2017_table_summary_30,table_summary,table_summary_30,2017,,,,63
2017_table_summary_31,table_summary,table_summary_31,2017,,,,119
2017_table_summary_32,table_summary,table_summary_32,2017,,,,63
2017_table_summary_33,table_summary,table_summary_33,2017,,,,79
2017_table_summary_34,table_summary,table_summary_34,2017,,,,63
2017_table_summary_35,table_summary,table_summary_35,2017,,,,161
2017_table_summary_36,table_summary,table_summary_36,2017,,,,63
2017_table_summary_37,table_summary,table_summary_37,2017,,,,154
2017_table_summary_38,table_summary,table_summary_38,2017,,,,63
2017_table_summary_39,table_summary,table_summary_39,2017,,,,161
2017_table_summary_40,table_summary,table_summary_40,2017,,,,63
2017_table_summary_41,table_summary,table_summary_41,2017,,,,152
2017_table_summary_42,table_summary,table_summary_42,2017,,,,63
2017_table_summary_43,table_summary,table_summary_43,2017,,,,161
2017_table_summary_44,table_summary,table_summary_44,2017,,,,63
2017_table_summary_45,table_summary,table_summary_45,2017,,,,134
2017_table_summary_46,table_summary,table_summary_46,2017,,,,63
2017_table_summary_47,table_summary,table_summary_47,2017,,,,178
2017_table_summary_48,table_summary,table_summary_48,2017,,,,63
2017_table_summary_49,table_summary,table_summary_49,2017,,,,143
2017_table_summary_50,table_summary,table_summary_50,2017,,,,63
2017_table_summary_51,table_summary,table_summary_51,2017,,,,157
2017_table_summary_52,table_summary,table_summary_52,2017,,,,63
2017_table_summary_53,table_summary,table_summary_53,2017,,,,139
2017_table_summary_54,table_summary,table_summary_54,2017,,,,63
2017_table_summary_55,table_summary,table_summary_55,2017,,,,133
2017_table_summary_56,table_summary,table_summary_56,2017,,,,63
2017_table_summary_57,table_summary,table_summary_57,2017,,,,137
2017_table_summary_58,table_summary,table_summary_58,2017,,,,63
2017_table_summary_59,table_summary,table_summary_59,2017,,,,126
2017_table_summary_60,table_summary,table_summary_60,2017,,,,62
2017_table_summary_61,table_summary,table_summary_61,2017,,,,134
2017_table_summary_62,table_summary,table_summary_62,2017,,,,63
2017_table_summary_63,table_summary,table_summary_63,2017,,,,198
2017_table_summary_64,table_summary,table_summary_64,2017,,,,63
2017_table_summary_65,table_summary,table_summary_65,2017,,,,200
2017_table_summary_66,table_summary,table_summary_66,2017,,,,63
2017_table_summary_67,table_summary,table_summary_67,2017,,,,96
2017_table_summary_68,table_summary,table_summary_68,2017,,,,63
2017_table_summary_69,table_summary,table_summary_69,2017,,,,205
2017_table_summary_70,table_summary,table_summary_70,2017,,,,63
2017_table_summary_71,table_summary,table_summary_71,2017,,,,168
2017_table_summary_72,table_summary,table_summary_72,2017,,,,63
2017_table_summary_73,table_summary,table_summary_73,2017,,,,151
2017_table_summary_74,table_summary,table_summary_74,2017,,,,63
2017_table_summary_75,table_summary,table_summary_75,2017,,,,255
2017_table_summary_76,table_summary,table_summary_76,2017,,,,63
2017_table_summary_77,table_summary,table_summary_77,2017,,,,140
2017_table_summary_78,table_summary,table_summary_78,2017,,,,217
2017_table_summary_79,table_summary,table_summary_79,2017,,,,63
2017_table_summary_80,table_summary,table_summary_80,2017,,,,242
2017_table_summary_81,table_summary,table_summary_81,2017,,,,63
2017_table_summary_82,table_summary,table_summary_82,2017,,,,255
2017_table_summary_83,table_summary,table_summary_83,2017,,,,63
2017_table_summary_84,table_summary,table_summary_84,2017,,,,222
2017_table_summary_85,table_summary,table_summary_85,2017,,,,63
2017_table_summary_86,table_summary,table_summary_86,2017,,,,235
2017_table_summary_87,table_summary,table_summary_87,2017,,,,63
2017_table_summary_88,table_summary,table_summary_88,2017,,,,223
2017_table_summary_89,table_summary,table_summary_89,2017,,,,63
2017_table_summary_90,table_summary,table_summary_90,2017,,,,213
2017_table_summary_91,table_summary,table_summary_91,2017,,,,66
2017_table_summary_92,table_summary,table_summary_92,2017,,,,220
2017_table_summary_93,table_summary,table_summary_93,2017,,,,63
2017_table_summary_94,table_summary,table_summary_94,2017,,,,242
2017_table_summary_95,table_summary,table_summary_95,2017,,,,63
2017_table_summary_96,table_summary,table_summary_96,2017,,,,240
2017_table_summary_97,table_summary,table_summary_97,2017,,,,63
2017_table_summary_98,table_summary,table_summary_98,2017,,,,135
2017_table_summary_99,table_summary,table_summary_99,2017,,,,63
2017_table_summary_100,table_summary,table_summary_100,2017,,,,196
2017_table_summary_101,table_summary,table_summary_101,2017,,,,63
2017_table_summary_102,table_summary,table_summary_102,2017,,,,192
2017_table_summary_103,table_summary,table_summary_103,2017,,,,63
2017_table_summary_104,table_summary,table_summary_104,2017,,,,130
2017_table_summary_105,table_summary,table_summary_105,2017,,,,63
2017_table_summary_106,table_summary,table_summary_106,2017,,,,114
2017_table_summary_107,table_summary,table_summary_107,2017,,,,63
2017_table_summary_108,table_summary,table_summary_108,2017,,,,301
2017_table_summary_109,table_summary,table_summary_109,2017,,,,63
2017_table_summary_110,table_summary,table_summary_110,2017,,,,96
2017_table_summary_111,table_summary,table_summary_111,2017,,,,63
2017_table_summary_112,table_summary,table_summary_112,2017,,,,170
2017_table_summary_113,table_summary,table_summary_113,2017,,,,63
2017_table_summary_114,table_summary,table_summary_114,2017,,,,123
2017_table_summary_115,table_summary,table_summary_115,2017,,,,63
2017_table_summary_116,table_summary,table_summary_116,2017,,,,128
2017_table_summary_117,table_summary,table_summary_117,2017,,,,63
2017_table_summary_118,table_summary,table_summary_118,2017,,,,122
2017_table_summary_119,table_summary,table_summary_119,2017,,,,63
2017_table_summary_120,table_summary,table_summary_120,2017,,,,147
2017_table_summary_121,table_summary,table_summary_121,2017,,,,61
2017_table_summary_122,table_summary,table_summary_122,2017,,,,101
2017_table_summary_123,table_summary,table_summary_123,2017,,,,61
2017_table_summary_124,table_summary,table_summary_124,2017,,,,104
2017_table_summary_125,table_summary,table_summary_125,2017,,,,63
2017_table_summary_126,table_summary,table_summary_126,2017,,,,227
2017_table_summary_127,table_summary,table_summary_127,2017,,,,62
2017_table_summary_128,table_summary,table_summary_128,2017,,,,86
2017_table_summary_129,table_summary,table_summary_129,2017,,,,63
2017_table_summary_130,table_summary,table_summary_130,2017,,,,90
2017_table_summary_131,table_summary,table_summary_131,2017,,,,63
2017_table_summary_132,table_summary,table_summary_132,2017,,,,92
2017_table_summary_133,table_summary,table_summary_133,2017,,,,70
2017_table_summary_134,table_summary,table_summary_134,2017,,,,269
2017_table_summary_135,table_summary,table_summary_135,2017,,,,63
2017_table_summary_136,table_summary,table_summary_136,2017,,,,291
2017_table_summary_137,table_summary,table_summary_137,2017,,,,61
2017_table_summary_138,table_summary,table_summary_138,2017,,,,144
2017_table_summary_139,table_summary,table_summary_139,2017,,,,63
2017_table_summary_140,table_summary,table_summary_140,2017,,,,145
2017_table_summary_141,table_summary,table_summary_141,2017,,,,63
2017_table_summary_142,table_summary,table_summary_142,2017,,,,214
2017_table_summary_143,table_summary,table_summary_143,2017,,,,63
2017_table_summary_144,table_summary,table_summary_144,2017,,,,160
2017_table_summary_145,table_summary,table_summary_145,2017,,,,63
2017_table_summary_146,table_summary,table_summary_146,2017,,,,168
2017_table_summary_147,table_summary,table_summary_147,2017,,,,63
2017_table_summary_148,table_summary,table_summary_148,2017,,,,153
2017_table_summary_149,table_summary,table_summary_149,2017,,,,65
2017_table_summary_150,table_summary,table_summary_150,2017,,,,140
2017_table_summary_151,table_summary,table_summary_151,2017,,,,63
2017_table_summary_152,table_summary,table_summary_152,2017,,,,168
2017_table_summary_153,table_summary,table_summary_153,2017,,,,63
2017_table_summary_154,table_summary,table_summary_154,2017,,,,124
2017_table_summary_155,table_summary,table_summary_155,2017,,,,63
2017_table_summary_156,table_summary,table_summary_156,2017,,,,128
2017_table_summary_157,table_summary,table_summary_157,2017,,,,63
2017_table_summary_158,table_summary,table_summary_158,2017,,,,138
2017_table_summary_159,table_summary,table_summary_159,2017,,,,63
2017_table_summary_160,table_summary,table_summary_160,2017,,,,140
2017_table_summary_161,table_summary,table_summary_161,2017,,,,63
2017_table_summary_162,table_summary,table_summary_162,2017,,,,138
2017_table_summary_163,table_summary,table_summary_163,2017,,,,63
2017_table_summary_164,table_summary,table_summary_164,2017,,,,203
2017_table_summary_165,table_summary,table_summary_165,2017,,,,63
2017_table_summary_166,table_summary,table_summary_166,2017,,,,206
2017_table_summary_167,table_summary,table_summary_167,2017,,,,63
2017_table_summary_168,table_summary,table_summary_168,2017,,,,173
2017_table_summary_169,table_summary,table_summary_169,2017,,,,67
2017_table_summary_170,table_summary,table_summary_170,2017,,,,150
2017_table_summary_171,table_summary,table_summary_171,2017,,,,67
2017_table_summary_172,table_summary,table_summary_172,2017,,,,146
2017_table_summary_173,table_summary,table_summary_173,2017,,,,63
2017_table_summary_174,table_summary,table_summary_174,2017,,,,153
2017_table_summary_175,table_summary,table_summary_175,2017,,,,63
2017_table_summary_176,table_summary,table_summary_176,2017,,,,176
2017_table_summary_177,table_summary,table_summary_177,2017,,,,63
2017_table_summary_178,table_summary,table_summary_178,2017,,,,160
2017_table_summary_179,table_summary,table_summary_179,2017,,,,63
2017_table_summary_180,table_summary,table_summary_180,2017,,,,213
2017_table_summary_181,table_summary,table_summary_181,2017,,,,63
2017_table_summary_182,table_summary,table_summary_182,2017,,,,182
2017_table_summary_183,table_summary,table_summary_183,2017,,,,63
2017_table_summary_184,table_summary,table_summary_184,2017,,,,117
2017_table_summary_185,table_summary,table_summary_185,2017,,,,63
2017_table_summary_186,table_summary,table_summary_186,2017,,,,115
2017_table_summary_187,table_summary,table_summary_187,2017,,,,63
2017_table_summary_188,table_summary,table_summary_188,2017,,,,132
2017_table_summary_189,table_summary,table_summary_189,2017,,,,63
2017_table_summary_190,table_summary,table_summary_190,2017,,,,183
2017_table_summary_191,table_summary,table_summary_191,2017,,,,63
2017_table_summary_192,table_summary,table_summary_192,2017,,,,140
2017_table_summary_193,table_summary,table_summary_193,2017,,,,63
2017_table_summary_194,table_summary,table_summary_194,2017,,,,155
2017_table_summary_195,table_summary,table_summary_195,2017,,,,64
2017_table_summary_196,table_summary,table_summary_196,2017,,,,218
2017_table_summary_197,table_summary,table_summary_197,2017,,,,63
2017_table_summary_198,table_summary,table_summary_198,2017,,,,133
2017_table_summary_199,table_summary,table_summary_199,2017,,,,64
2017_table_summary_200,table_summary,table_summary_200,2017,,,,103
2017_table_summary_201,table_summary,table_summary_201,2017,,,,154
2017_table_summary_202,table_summary,table_summary_202,2017,,,,187
2017_table_summary_203,table_summary,table_summary_203,2017,,,,195
2017_table_summary_204,table_summary,table_summary_204,2017,,,,255
2017_table_summary_205,table_summary,table_summary_205,2017,,,,229
2017_table_summary_206,table_summary,table_summary_206,2017,,,,234
2017_table_summary_207,table_summary,table_summary_207,2017,,,,244
2017_table_summary_208,table_summary,table_summary_208,2017,,,,228
2017_table_summary_209,table_summary,table_summary_209,2017,,,,259
2017_table_summary_210,table_summary,table_summary_210,2017,,,,201
2017_table_summary_211,table_summary,table_summary_211,2017,,,,63
2017_table_summary_212,table_summary,table_summary_212,2017,,,,237
2017_table_summary_213,table_summary,table_summary_213,2017,,,,63
2017_table_summary_214,table_summary,table_summary_214,2017,,,,204
2017_table_summary_215,table_summary,table_summary_215,2017,,,,63
2017_table_summary_216,table_summary,table_summary_216,2017,,,,233
2017_table_summary_217,table_summary,table_summary_217,2017,,,,63
2017_table_summary_218,table_summary,table_summary_218,2017,,,,209
2017_table_summary_219,table_summary,table_summary_219,2017,,,,63
2017_table_summary_220,table_summary,table_summary_220,2017,,,,202
2017_table_summary_221,table_summary,table_summary_221,2017,,,,63
2017_table_summary_222,table_summary,table_summary_222,2017,,,,220
2017_table_summary_223,table_summary,table_summary_223,2017,,,,63
2017_table_summary_224,table_summary,table_summary_224,2017,,,,202
2017_table_summary_225,table_summary,table_summary_225,2017,,,,63
2017_table_summary_226,table_summary,table_summary_226,2017,,,,235
2017_table_summary_227,table_summary,table_summary_227,2017,,,,63
2017_table_summary_228,table_summary,table_summary_228,2017,,,,117
2017_table_summary_229,table_summary,table_summary_229,2017,,,,63
2017_table_summary_230,table_summary,table_summary_230,2017,,,,82
2017_table_summary_231,table_summary,table_summary_231,2017,,,,149
2017_table_summary_232,table_summary,table_summary_232,2017,,,,93
2017_table_summary_233,table_summary,table_summary_233,2017,,,,105
2017_table_summary_234,table_summary,table_summary_234,2017,,,,159
2017_table_summary_235,table_summary,table_summary_235,2017,,,,68
2017_table_summary_236,table_summary,table_summary_236,2017,,,,321
2017_table_summary_237,table_summary,table_summary_237,2017,,,,572
2018_section_0,main_section,독립된 감사인의 감사보고서,2018,,,auditor_report_title,37
2018_section_1,main_section,감사의견,2018,,,opinion,313
2018_section_2,main_section,감사의견근거,2018,,,basis_for_opinion,6
2018_section_3,main_section,"우리는 대한민국의 회계감사기준에 따라 감사를 수행하였습니다. 이 기준에 따른 우리의 책임은 이 감사보고서의 재무제표감사에 대한 감사인의 책임 단락에 기술되어 있습니다. 우리는 재무제표감사와 관련된 대한민국의 윤리적 요구사항에 따라 회사로부터 독립적이며, 그러한 요구사항에 따른 기타의 윤리적 책임들을 이행하였습니다. 우리가 입수한 감사증거가 감사의견을 위한 근거로서 충분하고 적합하다고 우리는 믿습니다.",2018,,,auditor_responsibility,225
2018_section_4,main_section,핵심감사사항,2018,,,key_audit_matters,880
2018_section_5,main_section,핵심감사사항,2018,,,key_audit_matters,2539
2018_section_6,main_section,(첨부)재 무 제 표,2018,,,attached_financial_statements,11
2018_section_7,main_section,주석,2018,,,notes_section,19214
2018_section_8,main_section,(주석,2018,,,notes_section,1437
2018_section_9,main_section,주석,2018,,,notes_section,16328
2018_note_1_0,note_block,1. 일반적 사항 :,2018,,1,,442
2018_note_2_1,note_block,2. 중요한 회계처리방침 :,2018,,2,,16286
2018_note_3_2,note_block,3. 중요한 회계추정 및 가정 :,2018,,3,,2061
2018_note_6_3,note_block,6. 범주별 금융상품 :,2018,,6,,205
2018_note_7_4,note_block,7. 금융자산의 양도 :,2018,,7,,261
2018_note_8_5,note_block,8. 공정가치금융자산 :,2018,,8,,326
2018_note_9_6,note_block,9. 매도가능금융자산 :,2018,,9,,899
2018_note_10_7,note_block,10. 매출채권 및 미수금 :,2018,,10,,421
2018_note_11_8,note_block,11. 재고자산 :,2018,,11,,204
2018_note_12_9,note_block,"12. 종속기업, 관계기업 및 공동기업 투자 :",2018,,12,,632
2018_note_13_10,note_block,13. 유형자산 :,2018,,13,,199
2018_note_15_11,note_block,15. 차입금 :,2018,,15,,92
